aceticus	Syntrophaceticus
coccus	Methanocaldococcus
coccus	Methanococcus
coccus	Methanofervidicoccus
coccus	Methanomassiliicoccus
coccus	Methanothermococcus
coccus	Methermicoccus
coccus	Methylococcus
coccus	Methyloparacoccus
coccus	Methylotetracoccus
coccus	Micrococcus
coccus	Mobilicoccus
coccus	Mongoliicoccus
coccus	Morococcus
coccus	Muricoccus
coccus	Myxococcus
coccus	Natronococcus
coccus	Negativicoccus
coccus	Nematococcus
coccus	Neosynechococcus
coccus	Nephrococcus
coccus	Neptunicoccus
coccus	Nibricoccus
coccus	Nitrococcus
coccus	Nitrosacidococcus
coccus	Nitrosococcus
coccus	Nosocomiicoccus
coccus	Oceanicoccus
coccus	Oceanococcus
coccus	Oenococcus
coccus	Ornithinicoccus
coccus	Palaeococcus
coccus	Paracoccus
coccus	Parasynechococcus
coccus	Pediococcus
coccus	Pedococcus
coccus	Pelagicoccus
coccus	Peptococcus
coccus	Phycicoccus
coccus	Piscicoccus
coccus	Pistricoccus
coccus	Planococcus
coccus	Pleococcus
coccus	Pleurococcus
coccus	Polycoccus
coccus	Ponticoccus
coccus	Porticoccus
coccus	Prochlorococcus
coccus	Prolificoccus
coccus	Protococcus
coccus	Pseudosynechococcus
coccus	Puniceicoccus
coccus	Pyrococcus
coccus	Pyxidicoccus corrig.
coccus	Quadricoccus
coccus	Quatrionicoccus
coccus	Regnicoccus
coccus	Rhodococcus
coccus	Roseococcus
coccus	Rubricoccus
coccus	Rudaeicoccus
coccus	Ruficoccus
coccus	Ruminococcus
coccus	Saccharococcus
coccus	Salinicoccus
coccus	Sediminicoccus
coccus	Segeticoccus
coccus	Serinicoccus
coccus	Siccirubricoccus
coccus	Siderococcus
coccus	Simulacricoccus
coccus	Sinococcus
coccus	Smaragdicoccus
coccus	Spelaeicoccus
coccus	Staphylococcus
coccus	Stomatococcus
coccus	Stomatostreptococcus
coccus	Streptococcus
coccus	Suicoccus
coccus	Sulfodiicoccus
coccus	Sulfophobococcus
coccus	Sulfuriroseicoccus
coccus	Sulfurococcus
coccus	Synechococcus
coccus	Syntrophococcus
coccus	Tamlicoccus
coccus	Teichococcus
coccus	Terracoccus
coccus	Tersicoccus
coccus	Tessaracoccus
coccus	Tetracoccus
coccus	Tetragenococcus
coccus	Thalassococcus
coccus	Thaumococcus
coccus	Thermococcus
coccus	Thermosynechococcus
coccus	Thioalkalicoccus corrig.
coccus	Thiococcus
coccus	Thioflavicoccus
coccus	Thiophaeococcus
coccus	Thiorhodococcus
coccus	Trichococcus
coccus	Urinacoccus
coccus	Urinicoccus
coccus	Urococcus
coccus	Vagococcus
coccus	Vallicoccus
coccus	Vampirococcus
coccus	Vulcanococcus
coccus	Xenococcus
coleus	Cystocoleus
coleus	Mastigocoleus
coleus	Microcoleus
coleus	Spirocoleus
coleus	Trichocoleus
consessor	"Candidatus Consessor" corrig.
constrictosus	Filiconstrictosus
conus	Roseiconus
crinis	Actinocrinis
crinis	Amazonocrinis
crinis	Marinicrinis
crinis	Saccharicrinis
crinis	Thermocrinis
cucumis	Candidatus Methylocucumis
cucumis	Desulfocucumis
cucumis	Methylocucumis
culleus	Methanoculleus
curvus	Chromatocurvus corrig.
curvus	Desulfocurvus
curvus	Maricurvus
cyclicus	Hypnocyclicus
cyclus	Geocyclus
cyclus	Microcyclus
cyclus	Rhodocyclus
cyclus	Roseicyclus
cylindrus	Candidatus Limnocylindrus
desulfatator	Thermodesulfatator
dialister	Dialister
digitus	Reptodigitus
discus	Microdiscus
discus	Parenchymodiscus
discus	Thermodiscus
elongatus	Leptoelongatus
factor	Acetatifactor
factor	Filifactor
factor	Lactonifactor
fasciculus	Coleofasciculus
-fer (fer)	Ensifer
-fer (fer)	Microbulbifer
fervidus	Candidatus Desulfofervidus
-fex (fex)	Ammonifex
-fex (fex)	Aquifex
-fex (fex)	Bullifex
-fex (fex)	Floccifex
-fex (fex)	Gephyromycinifex
-fex (fex)	Sulfuracidifex
flexus	Alkaliflexus
flexus	Candidatus Lithoflexus
flexus	Candidatus Moduliflexus
flexus	Chloroflexus
flexus	Flaviflexus
flexus	Mangroviflexus
flexus	Natronoflexus
flexus	Oligoflexus
flexus	Psychroflexus
flexus	Rhodoflexus
flexus	Roseiflexus
flexus	Sulfuriflexus
flexus	Thermoflexus
follis	Brevifollis
follis	Methanofollis
fractor	Bilifractor
fractor	Flavonifractor
fractor	Nitratifractor
fractor	Thiofractor
frater	Chlamydiifrater
fundulus	Desulfofundulus
fustis	Allofustis
fustis	Anaerofustis
fustis	Desulfofustis
fustis	Sulfurifustis
-ger (ger)	Gemmiger
gladius	Thermogladius
globulus	Methyloglobulus
globus	"Candidatus Anammoxiglobus" corrig.
globus	Anaeroglobus
globus	Archaeoglobus
globus	Candidatus Anammoxoglobus
globus	Candidatus Magnetoglobus
globus	Candidatus Nitrosoglobus
globus	Candidatus Pseudothioglobus
globus	Candidatus Thioglobus
globus	Chryseoglobus
globus	Ereboglobus
globus	Ferroglobus
globus	Fimbriiglobus
globus	Frigoriglobus
globus	Geoglobus
globus	Halioglobus
globus	Limihaloglobus
globus	Limnoglobus
globus	Monoglobus
globus	Oceaniglobus
globus	Pisciglobus
globus	Rariglobus
globus	Rhodoglobus
globus	Terriglobus
globus	Thalassoglobus
Ianus (ianus)	Acidianus
icanus	Thermicanus
inquilinus	Inquilinus
lancetus	Nitrolancetus
lapillus	Thiolapillus
lituus	Litorilituus
lituus	Sporolituus
lituus	Thalassolituus
lobus	Acidilobus
lobus	Desulfurolobus
lobus	Methanolobus
lobus	Methylolobus
lobus	Nitrosolobus
lobus	Pyrolobus
lobus	Saccharolobus
lobus	Stygiolobus
lobus	Sulfolobus
lunatus	Microlunatus
lyticus	"Candidatus Hemicellulosilyticus" corrig.
marinus	Alkalimarinus
marinus	Candidatus Altimarinus
marinus	Candidatus Arcomarinus
marinus	Candidatus Nitrosomarinus
marinus	Dechloromarinus
marinus	Gilvimarinus
marinus	Roseimarinus
massilus	Lactomassilus
methylicus	Candidatus Methanomethylicus
minusculus	Candidatus Magnetominusculus
morbus	"Candidatus Nanoperiodontomorbus" corrig.
morbus	Candidatus Nanoperiomorbus
murus	Actinoallomurus
natus	Candidatus Amoebinatus
natus	Candidatus Binatus
nauta	Nitronauta
nauticus	Desulfonauticus
necator	Cochlodiniinecator
nexus	Azonexus
notius	Halonotius
obesus	Saccharobesus
obsidianus	Candidatus Nanobsidianus
orbus	Orbus
ortus	Marortus
ovatus	Caldovatus
pannus	Pannus
pectinatus	Pectinatus
pelagicus	Candidatus Nanopelagicus
pelagicus	Candidatus Nitrosopelagicus
pelagius	"Candidatus Micropelagius" corrig.
pelagius	"Nitropelagius" corrig.
pelagius	Halopelagius
penitus	Halopenitus
petraeus	"Candidatus Nanopetraeus" corrig.
-philus (philus)	"Candidatus Cochliopodiiphilus" corrig.
-philus (philus)	"Candidatus Methylumidiphilus" corrig.
-philus (philus)	"Candidatus Parastrichiiphilus" corrig.
-philus (philus)	Algiphilus
-philus (philus)	Alicycliphilus
-philus (philus)	Alkalihalophilus
-philus (philus)	Alkaliphilus
-philus (philus)	Aminiphilus
-philus (philus)	Ammoniphilus
-philus (philus)	Anaerophilus
-philus (philus)	Anaerosacchariphilus
-philus (philus)	Aquaphilus
-philus (philus)	Azorhizophilus
-philus (philus)	Candidatus Amoebophilus
-philus (philus)	Candidatus Benitsuchiphilus
-philus (philus)	Candidatus Cochliophilus
-philus (philus)	Candidatus Curculioniphilus
-philus (philus)	Candidatus Gastranaerophilus
-philus (philus)	Candidatus Hemipteriphilus
-philus (philus)	Candidatus Methanomethylophilus
-philus (philus)	Candidatus Methyloumidiphilus
-philus (philus)	Carbophilus
-philus (philus)	Chitiniphilus
-philus (philus)	Dasytiphilus
-philus (philus)	Dermatophilus
-philus (philus)	Desulfohalophilus
-philus (philus)	Fucophilus
-philus (philus)	Gelatiniphilus
-philus (philus)	Haemophilus corrig.
-philus (philus)	Halioxenophilus
-philus (philus)	Heminiphilus
-philus (philus)	Hemophilus
-philus (philus)	Histophilus
-philus (philus)	Hydrogenophilus
-philus (philus)	Luminiphilus
-philus (philus)	Methanohalophilus
-philus (philus)	Methylophilus
-philus (philus)	Muriiphilus
-philus (philus)	Nitrosophilus
-philus (philus)	Novimethylophilus
-philus (philus)	Oleiphilus
-philus (philus)	Peptoniphilus
-philus (philus)	Picrophilus
-philus (philus)	Poritiphilus
-philus (philus)	Sodaliphilus
-philus (philus)	Streptacidiphilus
-philus (philus)	Tepidiphilus
-philus (philus)	Terracidiphilus
-philus (philus)	Terrahaemophilus
-philus (philus)	Thermosulfuriphilus
-philus (philus)	Thiohalophilus
-philus (philus)	Tonsilliphilus
-philus (philus)	Vermiphilus
-philus (philus)	Xenophilus
-philus (philus)	Xylophilus
-philus (philus)	Zymophilus
-phobus (phobus)	Candidatus Aerophobus
-phorus (phorus)	Sphaerophorus
-phorus (phorus)	Spherophorus
-phorus (phorus)	Trichophorus
piger	Halopiger
piger	Salipiger
piscium	Candidatus Epulopiscium
planus	Haloplanus
planus	Methanoplanus
plicatus	Amphiplicatus
priscus	Candidatus Caldipriscus
proauctor	Candidatus Thermoproauctor
profundus	Haloprofundus
profundus	Mariprofundus
profundus	Methyloprofundus
pulveratus	Luteipulveratus
pumilus	Candidatus Methylopumilus
pumilus	Candidatus Nitrosopumilus
pumilus	Nitrosopumilus
pusillus	Candidatus Nanopusillus
pyrus	Methanopyrus
radius	Desulforadius
radius	Mariniradius
radius	Methyloradius
radius	Oceaniradius
radius	Saliniradius
ramulus	Desulforamulus
ramulus	Flaviramulus
ramus	Saliniramus
reductor	Nitratireductor
reductor	Thioreductor
rhopalus	Desulforhopalus
roseus	Thalassoroseus
rubellus	Halorubellus
rubellus	Salinirubellus
rubidus	Candidatus Rubidus
ruptor	"Candidatus Amyloruptor" corrig.
ruptor	Caldicellulosiruptor
ruptor	Caldinitratiruptor
ruptor	Nitratiruptor
ruptor	Nitriliruptor
russus	Halorussus
russus	Salinirussus
saccus	Cyanosaccus
salinus	Aquisalinus
salinus	Planktosalinus
salinus	Rhodosalinus
salinus	Roseisalinus
sandaracinus	Sandaracinus
scipio	Desulfoscipio
scipio	Enteroscipio
siccatus	Halosiccatus
sinus	Anaerosinus
sinus	Desulfosporosinus
sinus	Ectothiorhodosinus
sinus	Methylosinus
sinus	Pelosinus
sinus	Psychrosinus
sinus	Thermosinus
sipho	Thermosipho
socius	"Candidatus Vesicomyidisocius" corrig.
socius	Candidatus Phycosocius
socius	Candidatus Vesicomyosocius
socius	Patiriisocius
socius	Thiosocius
sodalis	Sodalis
solitarius	Candidatus Profundisolitarius
-sporus	Endosporus
-sporus	Terminosporus
sticca	Aerosticca
stipes	Alistipes
stipes	Anaerostipes
stipes	Atopostipes
stipes	Chroostipes
stipes	Flexistipes
torris	Methanotorris
tortus	Sulfuritortus
tranquillus	Roseitranquillus
trophicus	Phototrophicus
truncus	Anaerotruncus
truncus	Desulfotruncus
truncus	Marasmitruncus
turbo	Candidatus Thioturbo
tutus	"Candidatus Didemniditutus" corrig.
tutus	Candidatus Didemnitutus
tutus	Opitutus
uncus	Mobiluncus
varius	Ferruginivarius
varius	Halovarius
varius	Methylovarius
varius	Rhodovarius
varius	Roseovarius
vectis	Desulfovectis
venator	Microvenator
vermiculus	Desulfovermiculus
vermis	Sulfurivermis
vibrio	"Candidatus Roseivibrio" corrig.
vibrio	Alginovibrio
vibrio	Aminivibrio
vibrio	Azovibrio
vibrio	Calditerrivibrio
vibrio	Candidatus Roseovibrio
vibrio	Candidatus Thermomagnetovibrio
vibrio	Chitinivibrio
vibrio	Deferrivibrio
vibrio	Desulfurivibrio
vibrio	Falcivibrio
vibrio	Geovibrio
vibrio	Lactivibrio
vibrio	Magnetovibrio
vibrio	Marinovibrio
vibrio	Marivibrio
vibrio	Methylosporovibrio
vibrio	Nitrosovibrio
vibrio	Phaeovibrio
vibrio	Pleomorphovibrio
vibrio	Salinivibrio
vibrio	Sporovibrio
vibrio	Thaumasiovibrio
vibrio	Thermanaerovibrio
vibrio	Thermovibrio
vibrio	Thiosulfativibrio
vibrio	Venenivibrio
vibrio	Vibrio
vicinus	Aegicerativicinus
vicinus	Spartinivicinus
vivus	Candidatus Haloredivivus
-vorus (vorus)	Methylovorus
vulcanus	Desulfovulcanus
